Year,Phase,Treatment code,Treatment  kg P as triple superphosphate kgP/ha,Plot,Sub-plot , Yield of  spring barley grain  at 85% dry matter t/ha , Yield of  spring barley straw  at 85% dry matter  t/ha, Yield of  winter* wheat grain  at 85% dry matter  t/ha  (*spring wheat in 2001), Yield of winter* wheat straw  at 85% dry matter  t/ha (*spring wheat in 2001),% P in grain,% P in straw,P uptake in grain kg/ha,P uptake in straw kg/ha,Total P uptake grain plus straw kg/ha,Olsen P mg/kg,Total P mg/kg
2003,IV,P,20,1,011,,,5.73,2.54,0.29,0.022,14.1,0.5,14.6,,
2003,IV,P,20,1,012,,,6.57,3.07,0.255,0.023,14.2,0.6,14.8,,
2003,IV,P,20,1,013,,,6.07,2.20,0.247,0.024,12.7,0.4,13.2,,
2003,IV,P0,0,1,014,,,2.48,0.88,0.182,0.018,3.8,0.1,4.0,,
2003,IV,P,20,3,031,,,6.97,3.17,0.295,0.029,17.5,0.8,18.3,,
2003,IV,P,20,3,032,,,6.39,2.67,0.307,0.029,16.7,0.7,17.3,,
2003,IV,P,20,3,033,,,6.23,2.47,0.275,0.026,14.6,0.5,15.1,,
2003,IV,P0,0,3,034,,,4.20,1.41,0.2,0.019,7.1,0.2,7.4,,
2003,IV,P,20,5,051,,,6.12,2.53,0.262,0.028,13.6,0.6,14.2,,
2003,IV,P,20,5,052,,,6.62,2.47,0.269,0.023,15.1,0.5,15.6,,
2003,IV,P,20,5,053,,,6.33,2.71,0.252,0.022,13.6,0.5,14.1,,
2003,IV,P0,0,5,054,,,2.84,1.27,0.18,0.015,4.3,0.2,4.5,,
2003,IV,P,20,7,071,,,7.08,2.97,0.29,0.024,17.5,0.6,18.1,,
2003,IV,P,20,7,072,,,5.91,2.30,0.258,0.024,13.0,0.5,13.4,,
2003,IV,P,20,7,073,,,6.17,2.26,0.263,0.019,13.8,0.4,14.2,,
2003,IV,P0,0,7,074,,,4.59,1.42,0.197,0.016,7.7,0.2,7.9,,
2003,IV,P,20,9,091,,,6.33,2.25,0.277,0.027,14.9,0.5,15.4,,
2003,IV,P,20,9,092,,,6.60,2.50,0.28,0.023,15.7,0.5,16.2,,
2003,IV,P,20,9,093,,,6.78,2.16,0.269,0.021,15.5,0.4,15.9,,
2003,IV,P0,0,9,094,,,5.18,1.63,0.189,0.019,8.3,0.3,8.6,,
2004,IV,P,20,1,011,,,6.80,3.74,0.195,0.02,11.3,0.6,11.9,19.2,
2004,IV,P,20,1,012,,,7.38,4.15,0.186,0.017,11.7,0.6,12.3,12.6,
2004,IV,P,20,1,013,,,6.18,3.04,0.191,0.016,10.0,0.4,10.4,9.2,
2004,IV,P0,0,1,014,,,1.35,0.50,0.167,0.013,1.9,0.1,2.0,3.6,
2004,IV,P,20,3,031,,,7.92,4.24,0.201,0.023,13.5,0.8,14.4,31.6,
2004,IV,P,20,3,032,,,7.70,3.79,0.208,0.022,13.6,0.7,14.3,22.6,
2004,IV,P,20,3,033,,,7.31,3.73,0.185,0.018,11.5,0.6,12.1,12.8,
2004,IV,P0,0,3,034,,,2.89,1.22,0.178,0.017,4.4,0.2,4.5,4.8,
2004,IV,P,20,5,051,,,7.07,3.66,0.187,0.02,11.2,0.6,11.9,21.2,
2004,IV,P,20,5,052,,,7.98,3.80,0.193,0.018,13.1,0.6,13.7,15.6,
2004,IV,P,20,5,053,,,6.99,3.50,0.165,0.016,9.8,0.5,10.3,8.8,
2004,IV,P0,0,5,054,,,0.88,0.16,0.15,0.014,1.1,0.0,1.1,4.0,
2004,IV,P,20,7,071,,,8.59,4.07,0.209,0.023,15.3,0.8,16.1,29.8,
2004,IV,P,20,7,072,,,7.76,3.31,0.2,0.02,13.2,0.6,13.8,21.8,
2004,IV,P,20,7,073,,,7.54,3.85,0.169,0.017,10.8,0.6,11.4,14.6,
2004,IV,P0,0,7,074,,,2.82,0.92,0.172,0.014,4.1,0.1,4.2,6.0,
2004,IV,P,20,9,091,,,7.92,3.85,0.202,0.02,13.6,0.7,14.3,30.8,
2004,IV,P,20,9,092,,,8.32,3.90,0.192,0.023,13.6,0.8,14.3,24.0,
2004,IV,P,20,9,093,,,7.51,3.79,0.162,0.019,10.3,0.6,11.0,13.8,
2004,IV,P0,0,9,094,,,3.14,1.25,0.188,0.016,5.0,0.2,5.2,4.6,
2005,IV,P,20,1,011,,,9.50,4.84,0.242,0.022,19.5,0.9,20.4,,
2005,IV,P,20,1,012,,,9.75,5.23,0.239,0.019,19.8,0.8,20.7,,
2005,IV,P,20,1,013,,,9.80,4.70,0.215,0.017,17.9,0.7,18.6,,
2005,IV,P0,0,1,014,,,4.35,1.87,0.157,0.01,5.8,0.2,6.0,,
2005,IV,P,20,3,031,,,9.42,5.62,0.256,0.022,20.5,1.1,21.5,,
2005,IV,P,20,3,032,,,9.61,5.63,0.261,0.022,21.3,1.1,22.4,,
2005,IV,P,20,3,033,,,9.98,5.38,0.247,0.021,21.0,1.0,21.9,,
2005,IV,P0,0,3,034,,,7.85,3.24,0.187,0.011,12.5,0.3,12.8,,
2005,IV,P,20,5,051,,,9.35,4.47,0.227,0.022,18.0,0.8,18.9,,
2005,IV,P,20,5,052,,,10.37,5.19,0.24,0.02,21.2,0.9,22.0,,
2005,IV,P,20,5,053,,,9.57,4.16,0.215,0.018,17.5,0.6,18.1,,
2005,IV,P0,0,5,054,,,4.85,2.13,0.154,0.011,6.3,0.2,6.5,,
2005,IV,P,20,7,071,,,9.79,4.60,0.239,0.022,19.9,0.9,20.7,,
2005,IV,P,20,7,072,,,9.49,5.33,0.252,0.023,20.3,1.0,21.4,,
2005,IV,P,20,7,073,,,9.44,5.09,0.24,0.021,19.3,0.9,20.2,,
2005,IV,P0,0,7,074,,,6.59,2.95,0.189,0.014,10.6,0.4,10.9,,
2005,IV,P,20,9,091,,,9.55,5.27,0.267,0.029,21.7,1.3,23.0,,
2005,IV,P,20,9,092,,,10.35,5.58,0.262,0.026,23.0,1.2,24.3,,
2005,IV,P,20,9,093,,,10.18,5.28,0.247,0.022,21.4,1.0,22.4,,
2005,IV,P0,0,9,094,,,7.84,3.44,0.193,0.016,12.9,0.5,13.3,,
2006,IV,P,20,1,011,,,8.01,6.21,0.225,0.034,15.3,1.8,17.1,20.4,528
2006,IV,P,20,1,012,,,8.34,6.00,0.226,0.029,16.0,1.5,17.5,14.6,451
2006,IV,P,20,1,013,,,7.88,5.17,0.199,0.017,13.3,0.7,14.1,8.4,432
2006,IV,P0,0,1,014,,,1.74,0.85,0.16,0.015,2.4,0.1,2.5,3.3,354
2006,IV,P,20,3,031,,,8.36,6.51,0.247,0.042,17.6,2.3,19.9,32.2,725
2006,IV,P,20,3,032,,,8.45,6.43,0.229,0.039,16.4,2.1,18.6,24.7,572
2006,IV,P,20,3,033,,,8.85,6.19,0.212,0.034,15.9,1.8,17.7,17.2,526
2006,IV,P0,0,3,034,,,4.72,2.83,0.176,0.015,7.1,0.4,7.4,6.1,415
2006,IV,P,20,5,051,,,8.12,6.10,0.23,0.026,15.9,1.3,17.2,22.1,524
2006,IV,P,20,5,052,,,8.92,6.29,0.214,0.026,16.2,1.4,17.6,14.7,487
2006,IV,P,20,5,053,,,7.77,5.19,0.197,0.025,13.0,1.1,14.1,10.7,438
2006,IV,P0,0,5,054,,,1.20,0.77,0.142,0.015,1.4,0.1,1.5,3.4,362
2006,IV,P,20,7,071,,,8.80,6.37,0.23,0.034,17.2,1.8,19.0,30.6,597
2006,IV,P,20,7,072,,,7.82,6.19,0.227,0.036,15.1,1.9,17.0,23.6,598
2006,IV,P,20,7,073,,,8.38,6.17,0.197,0.026,14.0,1.4,15.4,14.4,540
2006,IV,P0,0,7,074,,,3.75,2.30,0.156,0.013,5.0,0.3,5.2,5.2,399
2006,IV,P,20,9,091,,,8.00,5.90,0.24,0.039,16.3,2.0,18.3,32.9,626
2006,IV,P,20,9,092,,,8.66,6.19,0.227,0.035,16.7,1.8,18.6,25.3,673
2006,IV,P,20,9,093,,,8.56,6.10,0.209,0.028,15.2,1.5,16.7,13.3,485
2006,IV,P0,0,9,094,,,4.87,2.89,0.174,0.017,7.2,0.4,7.6,3.9,394
2007,IV,P,20,1,011,,,5.38,1.51,0.28,0.054,12.8,0.7,13.5,,
2007,IV,P,20,1,012,,,5.25,1.64,0.273,0.041,12.2,0.6,12.8,,
2007,IV,P,20,1,013,,,4.22,0.99,0.267,0.037,9.6,0.3,9.9,,
2007,IV,P0,0,1,014,,,1.93,0.38,0.184,0.017,3.0,0.1,3.1,,
2007,IV,P,20,3,031,,,5.53,1.42,0.288,0.059,13.5,0.7,14.2,,
2007,IV,P,20,3,032,,,5.27,1.58,0.314,0.061,14.1,0.8,14.9,,
2007,IV,P,20,3,033,,,4.66,1.29,0.271,0.045,10.7,0.5,11.2,,
2007,IV,P0,0,3,034,,,2.85,0.75,0.19,0.023,4.6,0.1,4.7,,
2007,IV,P,20,5,051,,,4.65,1.93,0.258,0.045,10.2,0.7,10.9,,
2007,IV,P,20,5,052,,,4.78,1.98,0.258,0.044,10.5,0.7,11.2,,
2007,IV,P,20,5,053,,,3.95,1.64,0.235,0.037,7.9,0.5,8.4,,
2007,IV,P0,0,5,054,,,1.81,0.82,0.165,0.021,2.5,0.1,2.7,,
2007,IV,P,20,7,071,,,5.13,1.78,0.283,0.045,12.3,0.7,13.0,,
2007,IV,P,20,7,072,,,5.03,1.58,0.314,0.045,13.4,0.6,14.0,,
2007,IV,P,20,7,073,,,3.67,1.04,0.264,0.054,8.2,0.5,8.7,,
2007,IV,P0,0,7,074,,,2.09,0.61,0.185,0.02,3.3,0.1,3.4,,
2007,IV,P,20,9,091,,,5.10,1.75,0.27,0.046,11.7,0.7,12.4,,
2007,IV,P,20,9,092,,,5.71,1.63,0.286,0.046,13.9,0.6,14.5,,
2007,IV,P,20,9,093,,,4.77,1.16,0.26,0.043,10.5,0.4,11.0,,
2007,IV,P0,0,9,094,,,3.28,1.07,0.198,0.025,5.5,0.2,5.7,,
2008,IV,P,20,1,011,,,9.80,5.11,0.203,0.031,16.9,1.3,18.3,16.8,
2008,IV,P,20,1,012,,,9.28,5.02,0.213,0.023,16.8,1.0,17.8,11.6,
2008,IV,P,20,1,013,,,8.96,4.24,0.188,0.021,14.3,0.8,15.1,6.7,
2008,IV,P0,0,1,014,,,3.41,1.94,0.138,0.013,4.0,0.2,4.2,1.7,
2008,IV,P,20,3,031,,,10.84,5.80,0.229,0.032,21.1,1.6,22.7,31.0,
2008,IV,P,20,3,032,,,10.53,5.88,0.225,0.037,20.1,1.8,22.0,22.1,
2008,IV,P,20,3,033,,,10.21,5.63,0.215,0.033,18.7,1.6,20.2,13.7,
2008,IV,P0,0,3,034,,,7.50,4.13,0.196,0.018,12.5,0.6,13.1,3.7,
2008,IV,P,20,5,051,,,10.31,5.50,0.172,0.023,15.1,1.1,16.1,19.5,
2008,IV,P,20,5,052,,,10.23,5.79,0.194,0.03,16.9,1.5,18.3,13.4,
2008,IV,P,20,5,053,,,8.95,4.81,0.166,0.027,12.6,1.1,13.7,8.3,
2008,IV,P0,0,5,054,,,2.83,1.68,0.143,0.011,3.4,0.2,3.6,1.5,
2008,IV,P,20,7,071,,,10.90,5.39,0.203,0.037,18.8,1.7,20.5,28.3,
2008,IV,P,20,7,072,,,10.56,5.42,0.222,0.038,19.9,1.8,21.7,23.7,
2008,IV,P,20,7,073,,,9.71,5.14,0.217,0.031,17.9,1.4,19.3,14.9,
2008,IV,P0,0,7,074,,,6.73,3.45,0.15,0.015,8.6,0.4,9.0,4.1,
2008,IV,P,20,9,091,,,10.45,5.94,0.215,0.028,19.1,1.4,20.5,32.9,
2008,IV,P,20,9,092,,,10.20,5.75,0.225,0.027,19.5,1.3,20.8,25.7,
2008,IV,P,20,9,093,,,10.07,5.69,0.188,0.026,16.1,1.3,17.3,13.6,
2008,IV,P0,0,9,094,,,6.53,3.62,0.159,0.015,8.8,0.5,9.3,4.1,
