importedmediaID	Credit	URL	Caption	Type	exptID
552	Rothamsted VCU	http://local-info.rothamsted.ac.uk/eRA/era2018-new/images/metadata/rpg5/Park-Grass-Lime-Chalk-Applics1903-1964.pdf	Park Grass Lime Chalk Applics1903 1964.pdf	Other	rpg5
553	Rothamsted VCU	http://local-info.rothamsted.ac.uk/eRA/era2018-new/images/metadata/rpg5/Park-Grass-Plot-2-timeline.pdf	Park Grass Plot 2 timeline.pdf	Other	rpg5
554	Rothamsted VCU	http://local-info.rothamsted.ac.uk/eRA/era2018-new/images/metadata/rpg5/Park-Grass-Species-Chart-2016.jpg	Park Grass Species Chart 2016	Other	rpg5
555	Rothamsted VCU	http://local-info.rothamsted.ac.uk/eRA/era2018-new/images/metadata/rpg5/Park-Grass-Species-Chart-2016.pdf	Park Grass Species Chart 2016.pdf	Other	rpg5
556	Rothamsted VCU	http://local-info.rothamsted.ac.uk/eRA/era2018-new/images/metadata/rpg5/Park-Grass-Species-Chart-2016.png	Park Grass Species Chart 2016.png	Other	rpg5
557	Rothamsted VCU	http://local-info.rothamsted.ac.uk/eRA/era2018-new/images/metadata/rpg5/Park-Grass-fertilizer-treatments.pdf	Park Grass fertilizer treatments.pdf	Other	rpg5
558	Rothamsted VCU	http://local-info.rothamsted.ac.uk/eRA/era2018-new/images/metadata/rpg5/Park-Grass-lime-treatments.pdf	Park Grass lime treatments.pdf	Other	rpg5
559	Rothamsted VCU	http://local-info.rothamsted.ac.uk/eRA/era2018-new/images/metadata/rpg5/Park-Grass-pH-2016.jpg	Park Grass pH 2016	Other	rpg5
560	Rothamsted VCU	http://local-info.rothamsted.ac.uk/eRA/era2018-new/images/metadata/rpg5/Park-Grass-pH-2016.pdf	Park Grass pH 2016.pdf	Other	rpg5
561	Rothamsted VCU	http://local-info.rothamsted.ac.uk/eRA/era2018-new/images/metadata/rpg5/Park-Grass-pH-2016.png	Park Grass pH 2016.png	Other	rpg5
562	Rothamsted VCU	http://local-info.rothamsted.ac.uk/eRA/era2018-new/images/metadata/rpg5/Park-Grass-plan-1856-1902.pdf	Park Grass plan 1856 1902.pdf	Other	rpg5
563	Rothamsted VCU	http://local-info.rothamsted.ac.uk/eRA/era2018-new/images/metadata/rpg5/Park-Grass-plan-1903-1964.pdf	Park Grass plan 1903 1964.pdf	Other	rpg5
564	Rothamsted VCU	http://local-info.rothamsted.ac.uk/eRA/era2018-new/images/metadata/rpg5/Park-Grass-plan-1965-onwards.pdf	Park Grass plan 1965 onwards.pdf	Other	rpg5
565	Rothamsted VCU	http://local-info.rothamsted.ac.uk/eRA/era2018-new/images/metadata/rpg5/ParkGrass-GenomicObservatory.pdf	ParkGrass GenomicObservatory.pdf	Other	rpg5
566	Rothamsted VCU	http://local-info.rothamsted.ac.uk/eRA/era2018-new/images/metadata/rpg5/ParkGrass-med.png	ParkGrass med.png	Other	rpg5
567	Rothamsted VCU	http://local-info.rothamsted.ac.uk/eRA/era2018-new/images/metadata/rpg5/ParkGrass.PNG	ParkGrass.PNG	Other	rpg5
568	Rothamsted VCU	http://local-info.rothamsted.ac.uk/eRA/era2018-new/images/metadata/rpg5/ParkGrassPlan.pdf	ParkGrassPlan.pdf	Other	rpg5
569	Rothamsted VCU	http://local-info.rothamsted.ac.uk/eRA/era2018-new/images/metadata/rpg5/ParkGrassSpeciesChart.pdf	ParkGrassSpeciesChart.pdf	Other	rpg5
570	Rothamsted VCU	http://local-info.rothamsted.ac.uk/eRA/era2018-new/images/metadata/rpg5/Plot-2-time-line.JPG	Plot 2 time line.JPG	Other	rpg5
571	Rothamsted VCU	http://local-info.rothamsted.ac.uk/eRA/era2018-new/images/metadata/rpg5/Sorting1930s.jpg	Sorting1930s	Other	rpg5
572	Rothamsted VCU	http://local-info.rothamsted.ac.uk/eRA/era2018-new/images/metadata/rpg5/images.txt	images.txt	Other	rpg5
573	Rothamsted VCU	http://local-info.rothamsted.ac.uk/eRA/era2018-new/images/metadata/rpg5/june16-2015-pg-aerial.jpg	june16 2015 pg aerial	Other	rpg5
574	Rothamsted VCU	http://local-info.rothamsted.ac.uk/eRA/era2018-new/images/metadata/rpg5/metasoil-diagram.png	metasoil diagram.png	Other	rpg5
575	Rothamsted VCU	http://local-info.rothamsted.ac.uk/eRA/era2018-new/images/metadata/rpg5/park-grass-today.jpg	park grass today	Other	rpg5
576	Rothamsted VCU	http://local-info.rothamsted.ac.uk/eRA/era2018-new/images/metadata/rpg5/park-grass-today.pdf	park grass today.pdf	Other	rpg5
577	Rothamsted VCU	http://local-info.rothamsted.ac.uk/eRA/era2018-new/images/metadata/rpg5/parkgrass2006.pdf	parkgrass2006.pdf	Other	rpg5
578	Rothamsted VCU	http://local-info.rothamsted.ac.uk/eRA/era2018-new/images/metadata/rpg5/parkgrassharvest.gif	parkgrassharvest.gif	Other	rpg5
579	Rothamsted VCU	http://local-info.rothamsted.ac.uk/eRA/era2018-new/images/metadata/rpg5/parkgrassharvest.jpg	parkgrassharvest	Other	rpg5
580	Rothamsted VCU	http://local-info.rothamsted.ac.uk/eRA/era2018-new/images/metadata/rpg5/parkgrassharvest2.jpg	parkgrassharvest2	Other	rpg5
581	Rothamsted VCU	http://local-info.rothamsted.ac.uk/eRA/era2018-new/images/metadata/rpg5/storkeyFig4.jpg	storkeyFig4	Other	rpg5
582	Rothamsted VCU	http://local-info.rothamsted.ac.uk/eRA/era2018-new/images/metadata/rpg5/ty-01-pg2015-2ndcut-cutting.jpg	ty 01 pg2015 2ndcut cutting	Thumbnail	rpg5
583	Rothamsted VCU	http://local-info.rothamsted.ac.uk/eRA/era2018-new/images/metadata/rpg5/ty-02-pg2015-2ndcut-raking.jpg	ty 02 pg2015 2ndcut raking	Thumbnail	rpg5
584	Rothamsted VCU	http://local-info.rothamsted.ac.uk/eRA/era2018-new/images/metadata/rpg5/ty-03-pg2015-2ndcut-weighing.jpg	ty 03 pg2015 2ndcut weighing	Thumbnail	rpg5
585	Rothamsted VCU	http://local-info.rothamsted.ac.uk/eRA/era2018-new/images/metadata/rpg5/ty-04-pg2015-2ndcut-scales.jpg	ty 04 pg2015 2ndcut scales	Thumbnail	rpg5
586	Rothamsted VCU	http://local-info.rothamsted.ac.uk/eRA/era2018-new/images/metadata/rpg5/ty-05-pg2015-2ndcut-strip.jpg	ty 05 pg2015 2ndcut strip	Thumbnail	rpg5
587	Rothamsted VCU	http://local-info.rothamsted.ac.uk/eRA/era2018-new/images/metadata/rpg5/ty-06-pg2015-2ndcut-processing.jpg	ty 06 pg2015 2ndcut processing	Thumbnail	rpg5
588	Rothamsted VCU	http://local-info.rothamsted.ac.uk/eRA/era2018-new/images/metadata/rpg5/ty-07-pg2015-2ndcut-wetweight.jpg	ty 07 pg2015 2ndcut wetweight	Thumbnail	rpg5
589	Rothamsted VCU	http://local-info.rothamsted.ac.uk/eRA/era2018-new/images/metadata/rpg5/ty-08-pg2015-2ndcut-sampleboxes.jpg	ty 08 pg2015 2ndcut sampleboxes	Thumbnail	rpg5
590	Rothamsted VCU	http://local-info.rothamsted.ac.uk/eRA/era2018-new/images/metadata/rpg5/ty-09-pg2015-2ndcut-driedsamples.jpg	ty 09 pg2015 2ndcut driedsamples	Thumbnail	rpg5
591	Rothamsted VCU	http://local-info.rothamsted.ac.uk/eRA/era2018-new/images/metadata/rpg5/ty-10-pg2015-2ndcut-labelledsampletins.jpg	ty 10 pg2015 2ndcut labelledsampletins	Thumbnail	rpg5
592	Rothamsted VCU	http://local-info.rothamsted.ac.uk/eRA/era2018-new/images/metadata/rpg5/ty-1623-map.jpg	ty 1623 map	Thumbnail	rpg5
593	Rothamsted VCU	http://local-info.rothamsted.ac.uk/eRA/era2018-new/images/metadata/rpg5/ty-23-May-2005-aerial.jpg	ty 23 May 2005 aerial	Thumbnail	rpg5
594	Rothamsted VCU	http://local-info.rothamsted.ac.uk/eRA/era2018-new/images/metadata/rpg5/ty-PG11-2dand12d09JUNE05j.jpg	ty PG11 2dand12d09JUNE05j	Thumbnail	rpg5
595	Rothamsted VCU	http://local-info.rothamsted.ac.uk/eRA/era2018-new/images/metadata/rpg5/ty-PG1865.jpg	ty PG1865	Thumbnail	rpg5
596	Rothamsted VCU	http://local-info.rothamsted.ac.uk/eRA/era2018-new/images/metadata/rpg5/ty-PG1881.jpg	ty PG1881	Thumbnail	rpg5
597	Rothamsted VCU	http://local-info.rothamsted.ac.uk/eRA/era2018-new/images/metadata/rpg5/ty-PG1961.jpg	ty PG1961	Thumbnail	rpg5
598	Rothamsted VCU	http://local-info.rothamsted.ac.uk/eRA/era2018-new/images/metadata/rpg5/ty-PG20June05b.jpg	ty PG20June05b	Thumbnail	rpg5
599	Rothamsted VCU	http://local-info.rothamsted.ac.uk/eRA/era2018-new/images/metadata/rpg5/ty-PG20June05g.jpg	ty PG20June05g	Thumbnail	rpg5
600	Rothamsted VCU	http://local-info.rothamsted.ac.uk/eRA/era2018-new/images/metadata/rpg5/ty-PG20June05k.jpg	ty PG20June05k	Thumbnail	rpg5
601	Rothamsted VCU	http://local-info.rothamsted.ac.uk/eRA/era2018-new/images/metadata/rpg5/ty-PG20June05n.jpg	ty PG20June05n	Thumbnail	rpg5
602	Rothamsted VCU	http://local-info.rothamsted.ac.uk/eRA/era2018-new/images/metadata/rpg5/ty-PGMay1990Plot1close-up.jpg	ty PGMay1990Plot1close up	Thumbnail	rpg5
603	Rothamsted VCU	http://local-info.rothamsted.ac.uk/eRA/era2018-new/images/metadata/rpg5/ty-PGMay1990Plots14.2v1.jpg	ty PGMay1990Plots14.2v1	Thumbnail	rpg5
604	Rothamsted VCU	http://local-info.rothamsted.ac.uk/eRA/era2018-new/images/metadata/rpg5/ty-PGMay1999Plot14.1v14.2.jpg	ty PGMay1999Plot14.1v14.2	Thumbnail	rpg5
605	Rothamsted VCU	http://local-info.rothamsted.ac.uk/eRA/era2018-new/images/metadata/rpg5/ty-PGMay1999Plot3close-up.jpg	ty PGMay1999Plot3close up	Thumbnail	rpg5
606	Rothamsted VCU	http://local-info.rothamsted.ac.uk/eRA/era2018-new/images/metadata/rpg5/ty-Sorting1930s.jpg	ty Sorting1930s	Thumbnail	rpg5
607	Rothamsted VCU	http://local-info.rothamsted.ac.uk/eRA/era2018-new/images/metadata/rpg5/ty-june16-2015-pg-aerial.jpg	ty june16 2015 pg aerial	Thumbnail	rpg5
608	Rothamsted VCU	http://local-info.rothamsted.ac.uk/eRA/era2018-new/images/metadata/rpg5/ty-park-grass-today.jpg	ty park grass today	Thumbnail	rpg5
609	Rothamsted VCU	http://local-info.rothamsted.ac.uk/eRA/era2018-new/images/metadata/rpg5/ty-parkgrassharvest.jpg	ty parkgrassharvest	Thumbnail	rpg5
610	Rothamsted VCU	http://local-info.rothamsted.ac.uk/eRA/era2018-new/images/metadata/rwf3/Wheat-and-fallow-varieties.pdf	Wheat and fallow varieties.pdf	Other	rwf3
611	Rothamsted VCU	http://local-info.rothamsted.ac.uk/eRA/era2018-new/images/metadata/rwf3/Wheat-fallow-plans.pdf	Wheat fallow plans.pdf	Other	rwf3
612	Rothamsted VCU	http://local-info.rothamsted.ac.uk/eRA/era2018-new/images/metadata/rwf3/wheatandfallow.jpg	wheatandfallow	Other	rwf3
613	Rothamsted VCU	http://local-info.rothamsted.ac.uk/eRA/era2018-new/images/metadata/rwf3/wheatandfallowsmall.jpg	wheatandfallowsmall	Other	rwf3
614	Rothamsted VCU	http://local-info.rothamsted.ac.uk/eRA/era2018-new/images/metadata/wilderness/1623-map.jpg	1623 map	Other	wilderness
615	Rothamsted VCU	http://local-info.rothamsted.ac.uk/eRA/era2018-new/images/metadata/wilderness/5184-Aerial-photographs-of-Rothamsted-site-June-2013-Gees-Croft-01.jpg	5184 Aerial photographs of Rothamsted site June 2013 Gees Croft 01	Other	wilderness
616	Rothamsted VCU	http://local-info.rothamsted.ac.uk/eRA/era2018-new/images/metadata/wilderness/6048-Broadbalk-Wilderness-Experiments-DSC-2352.jpg	6048 Broadbalk Wilderness Experiments DSC 2352	Other	wilderness
617	Rothamsted VCU	http://local-info.rothamsted.ac.uk/eRA/era2018-new/images/metadata/wilderness/750-Broadbalk-Wilderness-Carbon-Open-Access-Chart.png	750 Broadbalk Wilderness Carbon Open Access Chart.png	Other	wilderness
618	Rothamsted VCU	http://local-info.rothamsted.ac.uk/eRA/era2018-new/images/metadata/wilderness/750-Geescroft-wilderness-Carbon-Open-Access-Chart.png	750 Geescroft wilderness Carbon Open Access Chart.png	Other	wilderness
619	Rothamsted VCU	http://local-info.rothamsted.ac.uk/eRA/era2018-new/images/metadata/wilderness/Broadbalk-Wilderness-Carbon-Chart.pdf	Broadbalk Wilderness Carbon Chart.pdf	Other	wilderness
620	Rothamsted VCU	http://local-info.rothamsted.ac.uk/eRA/era2018-new/images/metadata/wilderness/Broadbalk-Wilderness-Carbon-Open-Access-Chart.png	Broadbalk Wilderness Carbon Open Access Chart.png	Other	wilderness
621	Rothamsted VCU	http://local-info.rothamsted.ac.uk/eRA/era2018-new/images/metadata/wilderness/Geescroft-Wilderness-Carbon-Chart.pdf	Geescroft Wilderness Carbon Chart.pdf	Other	wilderness
622	Rothamsted VCU	http://local-info.rothamsted.ac.uk/eRA/era2018-new/images/metadata/wilderness/Geescroft-Wilderness-Carbon-Open-Access-Chart.png	Geescroft Wilderness Carbon Open Access Chart.png	Other	wilderness
623	Rothamsted VCU	http://local-info.rothamsted.ac.uk/eRA/era2018-new/images/metadata/wilderness/bk-under-storey.jpg	bk under storey	Other	wilderness
624	Rothamsted VCU	http://local-info.rothamsted.ac.uk/eRA/era2018-new/images/metadata/wilderness/bk-wilderness-leaf-litter-macro.jpg	bk wilderness leaf litter macro	Other	wilderness
625	Rothamsted VCU	http://local-info.rothamsted.ac.uk/eRA/era2018-new/images/metadata/wilderness/broadbalk-aerial-with-wilderness-2015.jpg	broadbalk aerial with wilderness 2015	Other	wilderness
626	Rothamsted VCU	http://local-info.rothamsted.ac.uk/eRA/era2018-new/images/metadata/wilderness/broadbalk-wilderness-C-orig.png	broadbalk wilderness C orig.png	Other	wilderness
627	Rothamsted VCU	http://local-info.rothamsted.ac.uk/eRA/era2018-new/images/metadata/wilderness/broadbalk-wilderness-grazing-side.jpg	broadbalk wilderness grazing side	Other	wilderness
628	Rothamsted VCU	http://local-info.rothamsted.ac.uk/eRA/era2018-new/images/metadata/wilderness/broadbalk-wilderness-litter.jpg	broadbalk wilderness litter	Other	wilderness
629	Rothamsted VCU	http://local-info.rothamsted.ac.uk/eRA/era2018-new/images/metadata/wilderness/broadbalk-wilderness-side.jpg	broadbalk wilderness side	Other	wilderness
630	Rothamsted VCU	http://local-info.rothamsted.ac.uk/eRA/era2018-new/images/metadata/wilderness/broadbalk2003.jpg	broadbalk2003	Other	wilderness
631	Rothamsted VCU	http://local-info.rothamsted.ac.uk/eRA/era2018-new/images/metadata/wilderness/broadbalkplantoday.jpg	broadbalkplantoday	Other	wilderness
632	Rothamsted VCU	http://local-info.rothamsted.ac.uk/eRA/era2018-new/images/metadata/wilderness/broadbalkplantoday.pdf	broadbalkplantoday.pdf	Other	wilderness
633	Rothamsted VCU	http://local-info.rothamsted.ac.uk/eRA/era2018-new/images/metadata/wilderness/gee-wilderness-leaf-litter-macro.jpg	gee wilderness leaf litter macro	Other	wilderness
634	Rothamsted VCU	http://local-info.rothamsted.ac.uk/eRA/era2018-new/images/metadata/wilderness/geescroft-aerial.gif	geescroft aerial.gif	Other	wilderness
635	Rothamsted VCU	http://local-info.rothamsted.ac.uk/eRA/era2018-new/images/metadata/wilderness/geescroft-aerial.jpg	geescroft aerial	Other	wilderness
636	Rothamsted VCU	http://local-info.rothamsted.ac.uk/eRA/era2018-new/images/metadata/wilderness/geescroft-sideview.jpg	geescroft sideview	Other	wilderness
637	Rothamsted VCU	http://local-info.rothamsted.ac.uk/eRA/era2018-new/images/metadata/wilderness/geescroft-under-storey.jpg	geescroft under storey	Other	wilderness
638	Rothamsted VCU	http://local-info.rothamsted.ac.uk/eRA/era2018-new/images/metadata/wilderness/geescroft-wilderness-C-orig.png	geescroft wilderness C orig.png	Other	wilderness
639	Rothamsted VCU	http://local-info.rothamsted.ac.uk/eRA/era2018-new/images/metadata/wilderness/geescroft-wilderness-aerial-2015.jpg	geescroft wilderness aerial 2015	Other	wilderness
640	Rothamsted VCU	http://local-info.rothamsted.ac.uk/eRA/era2018-new/images/metadata/wilderness/rothamsted-farm-plan.jpg	rothamsted farm plan	Other	wilderness
641	Rothamsted VCU	http://local-info.rothamsted.ac.uk/eRA/era2018-new/images/metadata/wilderness/ty-1623-map.jpg	ty 1623 map	Thumbnail	wilderness
642	Rothamsted VCU	http://local-info.rothamsted.ac.uk/eRA/era2018-new/images/metadata/wilderness/ty-bk-under-storey.jpg	ty bk under storey	Thumbnail	wilderness
643	Rothamsted VCU	http://local-info.rothamsted.ac.uk/eRA/era2018-new/images/metadata/wilderness/ty-bk-wilderness-leaf-litter-macro.jpg	ty bk wilderness leaf litter macro	Thumbnail	wilderness
644	Rothamsted VCU	http://local-info.rothamsted.ac.uk/eRA/era2018-new/images/metadata/wilderness/ty-broadbalk-aerial-with-wilderness-2015.jpg	ty broadbalk aerial with wilderness 2015	Thumbnail	wilderness
645	Rothamsted VCU	http://local-info.rothamsted.ac.uk/eRA/era2018-new/images/metadata/wilderness/ty-broadbalk-wilderness-grazing-side.jpg	ty broadbalk wilderness grazing side	Thumbnail	wilderness
646	Rothamsted VCU	http://local-info.rothamsted.ac.uk/eRA/era2018-new/images/metadata/wilderness/ty-broadbalk-wilderness-litter.jpg	ty broadbalk wilderness litter	Thumbnail	wilderness
647	Rothamsted VCU	http://local-info.rothamsted.ac.uk/eRA/era2018-new/images/metadata/wilderness/ty-broadbalk-wilderness-side.jpg	ty broadbalk wilderness side	Thumbnail	wilderness
648	Rothamsted VCU	http://local-info.rothamsted.ac.uk/eRA/era2018-new/images/metadata/wilderness/ty-broadbalk2003.gif	ty broadbalk2003.gif	Thumbnail	wilderness
649	Rothamsted VCU	http://local-info.rothamsted.ac.uk/eRA/era2018-new/images/metadata/wilderness/ty-broadbalkplantoday.jpg	ty broadbalkplantoday	Thumbnail	wilderness
650	Rothamsted VCU	http://local-info.rothamsted.ac.uk/eRA/era2018-new/images/metadata/wilderness/ty-gee-wilderness-leaf-litter-macro.jpg	ty gee wilderness leaf litter macro	Thumbnail	wilderness
651	Rothamsted VCU	http://local-info.rothamsted.ac.uk/eRA/era2018-new/images/metadata/wilderness/ty-geescroft-aerial.gif	ty geescroft aerial.gif	Thumbnail	wilderness
652	Rothamsted VCU	http://local-info.rothamsted.ac.uk/eRA/era2018-new/images/metadata/wilderness/ty-geescroft-aerial.jpg	ty geescroft aerial	Thumbnail	wilderness
653	Rothamsted VCU	http://local-info.rothamsted.ac.uk/eRA/era2018-new/images/metadata/wilderness/ty-geescroft-sideview.jpg	ty geescroft sideview	Thumbnail	wilderness
654	Rothamsted VCU	http://local-info.rothamsted.ac.uk/eRA/era2018-new/images/metadata/wilderness/ty-geescroft-under-storey.jpg	ty geescroft under storey	Thumbnail	wilderness
655	Rothamsted VCU	http://local-info.rothamsted.ac.uk/eRA/era2018-new/images/metadata/wilderness/ty-geescroft-wilderness-aerial-2015.jpg	ty geescroft wilderness aerial 2015	Thumbnail	wilderness
656	Rothamsted VCU	http://local-info.rothamsted.ac.uk/eRA/era2018-new/images/metadata/wilderness/ty-rothamsted-farm-plan.jpg	ty rothamsted farm plan	Thumbnail	wilderness
657	Rothamsted VCU	http://local-info.rothamsted.ac.uk/eRA/era2018-new/images/metadata/wilderness/ty-wilderness-litter-layer.jpg	ty wilderness litter layer	Thumbnail	wilderness
658	Rothamsted VCU	http://local-info.rothamsted.ac.uk/eRA/era2018-new/images/metadata/wilderness/wilderness-litter-layer.jpg	wilderness litter layer	Other	wilderness
659	Rothamsted VCU	http://local-info.rothamsted.ac.uk/eRA/era2018-new/images/metadata/wrn3/Figure-1.pdf	Figure 1.pdf	Other	wrn3
660	Rothamsted VCU	http://local-info.rothamsted.ac.uk/eRA/era2018-new/images/metadata/wrn3/Woburn-Farm-map-750.jpg	Woburn Farm map 750	Other	wrn3
661	Rothamsted VCU	http://local-info.rothamsted.ac.uk/eRA/era2018-new/images/metadata/wrn3/Woburn-Fields-Stackyard-750.jpg	Woburn Fields Stackyard 750	Other	wrn3
662	Rothamsted VCU	http://local-info.rothamsted.ac.uk/eRA/era2018-new/images/metadata/wrn3/Woburn-LTEs-750.jpg	Woburn LTEs 750	Other	wrn3
663	Rothamsted VCU	http://local-info.rothamsted.ac.uk/eRA/era2018-new/images/metadata/wrn3/Woburn-ley-arable-675.jpg	Woburn ley arable 675	Other	wrn3
664	Rothamsted VCU	http://local-info.rothamsted.ac.uk/eRA/era2018-new/images/metadata/wrn3/ty-Woburn-Farm-map-100.jpg	ty Woburn Farm map 100	Thumbnail	wrn3
665	Rothamsted VCU	http://local-info.rothamsted.ac.uk/eRA/era2018-new/images/metadata/wrn3/ty-Woburn-Fields-Stackyard-100.jpg	ty Woburn Fields Stackyard 100	Thumbnail	wrn3
666	Rothamsted VCU	http://local-info.rothamsted.ac.uk/eRA/era2018-new/images/metadata/wrn3/ty-Woburn-LTEs-100.jpg	ty Woburn LTEs 100	Thumbnail	wrn3
