Credit URL Caption Type exptID 
"Rothamsted VCU" "http://www.era.rothamsted.ac.uk/images/metadata/others/ty-ECN-plot-Park-Grass-2016-100.jpg" "ty-ECN-plot-Park-Grass-2016-100" "Other" "others" 
"Rothamsted VCU" "http://www.era.rothamsted.ac.uk/images/metadata/others/ty-Fosters-2013-100.jpg" "ty-Fosters-2013-100" "Other" "others" 
"Rothamsted VCU" "http://www.era.rothamsted.ac.uk/images/metadata/others/ty-Fosters-2015-100.jpg" "ty-Fosters-2015-100" "Other" "others" 
"Rothamsted VCU" "http://www.era.rothamsted.ac.uk/images/metadata/others/ty-Garden-Clover-RGC8-2008-Cut-1A-100.jpg" "ty-Garden-Clover-RGC8-2008-Cut-1A-100" "Other" "others" 
"Rothamsted VCU" "http://www.era.rothamsted.ac.uk/images/metadata/others/ty-Garden-Clover-RGC8-2012-Resown-100.jpg" "ty-Garden-Clover-RGC8-2012-Resown-100" "Other" "others" 
"Rothamsted VCU" "http://www.era.rothamsted.ac.uk/images/metadata/others/ty-Garden-clover-120508-Cut-1B-100.jpg" "ty-Garden-clover-120508-Cut-1B-100" "Other" "others" 
"Rothamsted VCU" "http://www.era.rothamsted.ac.uk/images/metadata/others/ty-Highfield-2015-100.jpg" "ty-Highfield-2015-100" "Other" "others" 
"Rothamsted VCU" "http://www.era.rothamsted.ac.uk/images/metadata/others/ty-Highfield-LTE-100.jpg" "ty-Highfield-LTE-100" "Other" "others" 
"Rothamsted VCU" "http://www.era.rothamsted.ac.uk/images/metadata/others/ty-Hoosfield-100.jpg" "ty-Hoosfield-100" "Other" "others" 
"Rothamsted VCU" "http://www.era.rothamsted.ac.uk/images/metadata/others/ty-Hoosfield-LTEs-100.jpg" "ty-Hoosfield-LTEs-100" "Other" "others" 
"Rothamsted VCU" "http://www.era.rothamsted.ac.uk/images/metadata/others/ty-Plan-Highfield-Experiments-100.jpg" "ty-Plan-Highfield-Experiments-100" "Other" "others" 
"Rothamsted VCU" "http://www.era.rothamsted.ac.uk/images/metadata/others/ty-Rothamsted-Farm-map-100.jpg" "ty-Rothamsted-Farm-map-100" "Other" "others" 
"Rothamsted VCU" "http://www.era.rothamsted.ac.uk/images/metadata/others/ty-Woburn-Farm-map-100.jpg" "ty-Woburn-Farm-map-100" "Other" "others" 
"Rothamsted VCU" "http://www.era.rothamsted.ac.uk/images/metadata/others/ty-Woburn-Fields-Butt-Close-100.jpg" "ty-Woburn-Fields-Butt-Close-100" "Other" "others" 
"Rothamsted VCU" "http://www.era.rothamsted.ac.uk/images/metadata/others/ty-Woburn-Fields-Stackyard-100.jpg" "ty-Woburn-Fields-Stackyard-100" "Other" "others" 
"Rothamsted VCU" "http://www.era.rothamsted.ac.uk/images/metadata/others/ty-Woburn-LTEs-100.jpg" "ty-Woburn-LTEs-100" "Other" "others" 
"Rothamsted VCU" "http://www.era.rothamsted.ac.uk/images/metadata/others/ty-Woburn-Market-Garden-1-100.jpg" "ty-Woburn-Market-Garden-1-100" "Other" "others" 
"Rothamsted VCU" "http://www.era.rothamsted.ac.uk/images/metadata/others/ty-Woburn-Market-Garden-3-100.jpg" "ty-Woburn-Market-Garden-3-100" "Other" "others" 
"Rothamsted VCU" "http://www.era.rothamsted.ac.uk/images/metadata/others/ty-aerialhoosfield.jpg" "ty-aerialhoosfield" "Other" "others" 
"Rothamsted VCU" "http://www.era.rothamsted.ac.uk/images/metadata/others/ty-cs-427-i-100.jpg" "ty-cs-427-i-100" "Other" "others" 
"Rothamsted VCU" "http://www.era.rothamsted.ac.uk/images/metadata/others/ty-woburn-sewage-sludge-100.jpg" "ty-woburn-sewage-sludge-100" "Other" "others" 
"Rothamsted VCU" "http://www.era.rothamsted.ac.uk/images/metadata/others/wheatandfallow.jpg" "wheatandfallow" "Other" "others" 
"Rothamsted VCU" "http://www.era.rothamsted.ac.uk/images/metadata/others/wheatandfallowsmall.jpg" "wheatandfallowsmall" "Other" "others" 
"Rothamsted VCU" "http://www.era.rothamsted.ac.uk/images/metadata/others/woburn-sewage-sludge-675.jpg" "woburn-sewage-sludge-675" "Other" "others" 
"Rothamsted VCU" "http://www.era.rothamsted.ac.uk/images/metadata/others/woburn-sewage-sludge-750.jpg" "woburn-sewage-sludge-750" "Other" "others" 

"Rothamsted VCU" "http://www.era.rothamsted.ac.uk/images/metadata/rbk1/1623-map.jpg" "1623-map" "Other" "rbk1" 
"Rothamsted VCU" "http://www.era.rothamsted.ac.uk/images/metadata/rbk1/1935horseharvest.jpg" "1935horseharvest" "Other" "rbk1" 
"Rothamsted VCU" "http://www.era.rothamsted.ac.uk/images/metadata/rbk1/1935tractoharvest.gif" "1935tractoharvest.gif" "Other" "rbk1" 
"Rothamsted VCU" "http://www.era.rothamsted.ac.uk/images/metadata/rbk1/1935tractoharvest.jpg" "1935tractoharvest" "Other" "rbk1" 
"Rothamsted VCU" "http://www.era.rothamsted.ac.uk/images/metadata/rbk1/250-Broadbalk-wheat-elevated-view.jpg" "250-Broadbalk-wheat-elevated-view" "Other" "rbk1" 
"Rothamsted VCU" "http://www.era.rothamsted.ac.uk/images/metadata/rbk1/4256-Aerial-2012-AJ-12-10.jpg" "4256-Aerial-2012-AJ-12-10" "Other" "rbk1" 
"Rothamsted VCU" "http://www.era.rothamsted.ac.uk/images/metadata/rbk1/5472-Aerial-Images-2015-Rothamsted-Farm-Broadbalk-04.jpg" "5472-Aerial-Images-2015-Rothamsted-Farm-Broadbalk-04" "Other" "rbk1" 
"Rothamsted VCU" "http://www.era.rothamsted.ac.uk/images/metadata/rbk1/5472-Aerial-Photographs-2016-Broadbalk-03.jpg" "5472-Aerial-Photographs-2016-Broadbalk-03" "Other" "rbk1" 
"Rothamsted VCU" "http://www.era.rothamsted.ac.uk/images/metadata/rbk1/6048-Non-herbicide-wheat-plot-250.jpg" "6048-Non-herbicide-wheat-plot-250" "Other" "rbk1" 
"Rothamsted VCU" "http://www.era.rothamsted.ac.uk/images/metadata/rbk1/750-Blackgrass.jpg" "750-Blackgrass" "Other" "rbk1" 
"Rothamsted VCU" "http://www.era.rothamsted.ac.uk/images/metadata/rbk1/750-Broadbalk-sampling-1943a.jpg" "750-Broadbalk-sampling-1943a" "Other" "rbk1" 
"Rothamsted VCU" "http://www.era.rothamsted.ac.uk/images/metadata/rbk1/750-Broadbalk-sampling-1943c.jpg" "750-Broadbalk-sampling-1943c" "Other" "rbk1" 
"Rothamsted VCU" "http://www.era.rothamsted.ac.uk/images/metadata/rbk1/750-Broadbalk-sampling-PL-RH.jpg" "750-Broadbalk-sampling-PL-RH" "Other" "rbk1" 
"Rothamsted VCU" "http://www.era.rothamsted.ac.uk/images/metadata/rbk1/750-Broadbalk-sampling-SM.jpg" "750-Broadbalk-sampling-SM" "Other" "rbk1" 
"Rothamsted VCU" "http://www.era.rothamsted.ac.uk/images/metadata/rbk1/750-Broadbalk-wheat-elevated-view.jpg" "750-Broadbalk-wheat-elevated-view" "Other" "rbk1" 
"Rothamsted VCU" "http://www.era.rothamsted.ac.uk/images/metadata/rbk1/750-Chickweed-macro.jpg" "750-Chickweed-macro" "Other" "rbk1" 
"Rothamsted VCU" "http://www.era.rothamsted.ac.uk/images/metadata/rbk1/750-Chickweed.jpg" "750-Chickweed" "Other" "rbk1" 
"Rothamsted VCU" "http://www.era.rothamsted.ac.uk/images/metadata/rbk1/750-Drilling-Broadbalk-2013.jpg" "750-Drilling-Broadbalk-2013" "Other" "rbk1" 
"Rothamsted VCU" "http://www.era.rothamsted.ac.uk/images/metadata/rbk1/750-Horsetails-DSCN6796.jpg" "750-Horsetails-DSCN6796" "Other" "rbk1" 
"Rothamsted VCU" "http://www.era.rothamsted.ac.uk/images/metadata/rbk1/750-Non-herbicide-wheat-plot.jpg" "750-Non-herbicide-wheat-plot" "Other" "rbk1" 
"Rothamsted VCU" "http://www.era.rothamsted.ac.uk/images/metadata/rbk1/750-Ploughing-Broadbalk-2013.jpg" "750-Ploughing-Broadbalk-2013" "Other" "rbk1" 
"Rothamsted VCU" "http://www.era.rothamsted.ac.uk/images/metadata/rbk1/750-galium-tricornutum-broadbalk.png" "750-galium-tricornutum-broadbalk.png" "Other" "rbk1" 
"Rothamsted VCU" "http://www.era.rothamsted.ac.uk/images/metadata/rbk1/Aerial-pic-3.34.jpg" "Aerial-pic-3.34" "Other" "rbk1" 
"Rothamsted VCU" "http://www.era.rothamsted.ac.uk/images/metadata/rbk1/BBKtoday.jpg" "BBKtoday" "Other" "rbk1" 
"Rothamsted VCU" "http://www.era.rothamsted.ac.uk/images/metadata/rbk1/BFRMicrodochium.jpg" "BFRMicrodochium" "Other" "rbk1" 
"Rothamsted VCU" "http://www.era.rothamsted.ac.uk/images/metadata/rbk1/BFRMicrodochium.tif" "BFRMicrodochium.tif" "Other" "rbk1" 
"Rothamsted VCU" "http://www.era.rothamsted.ac.uk/images/metadata/rbk1/BK-beans-nutrient-data.pdf" "BK-beans-nutrient-data.pdf" "Other" "rbk1" 
"Rothamsted VCU" "http://www.era.rothamsted.ac.uk/images/metadata/rbk1/BK-maize-nutrient-data.pdf" "BK-maize-nutrient-data.pdf" "Other" "rbk1" 
"Rothamsted VCU" "http://www.era.rothamsted.ac.uk/images/metadata/rbk1/BK-oats-nutrient-data.pdf" "BK-oats-nutrient-data.pdf" "Other" "rbk1" 
"Rothamsted VCU" "http://www.era.rothamsted.ac.uk/images/metadata/rbk1/BK-potato-nutrient-data.pdf" "BK-potato-nutrient-data.pdf" "Other" "rbk1" 
"Rothamsted VCU" "http://www.era.rothamsted.ac.uk/images/metadata/rbk1/Black-medick.jpg" "Black-medick" "Other" "rbk1" 
"Rothamsted VCU" "http://www.era.rothamsted.ac.uk/images/metadata/rbk1/Black-nightshade.jpg" "Black-nightshade" "Other" "rbk1" 
"Rothamsted VCU" "http://www.era.rothamsted.ac.uk/images/metadata/rbk1/BroadBalk-ty.png" "BroadBalk-ty.png" "Other" "rbk1" 
"Rothamsted VCU" "http://www.era.rothamsted.ac.uk/images/metadata/rbk1/BroadBalk.png" "BroadBalk.png" "Other" "rbk1" 
"Rothamsted VCU" "http://www.era.rothamsted.ac.uk/images/metadata/rbk1/Broadbalk-Mean-Yields-2016.png" "Broadbalk-Mean-Yields-2016.png" "Other" "rbk1" 
"Rothamsted VCU" "http://www.era.rothamsted.ac.uk/images/metadata/rbk1/Broadbalk-Sections-Wheat-GRAIN-QUALITY.pdf" "Broadbalk-Sections-Wheat-GRAIN-QUALITY.pdf" "Other" "rbk1" 
"Rothamsted VCU" "http://www.era.rothamsted.ac.uk/images/metadata/rbk1/Broadbalk-Yield-Fig-Feb-2016.pdf" "Broadbalk-Yield-Fig-Feb-2016.pdf" "Other" "rbk1" 
"Rothamsted VCU" "http://www.era.rothamsted.ac.uk/images/metadata/rbk1/Broadbalk-Yield-Fig-June-2017.pdf" "Broadbalk-Yield-Fig-June-2017.pdf" "Other" "rbk1" 
"Rothamsted VCU" "http://www.era.rothamsted.ac.uk/images/metadata/rbk1/Broadbalk-Yield-Fig-June-2017.png" "Broadbalk-Yield-Fig-June-2017.png" "Other" "rbk1" 
"Rothamsted VCU" "http://www.era.rothamsted.ac.uk/images/metadata/rbk1/Broadbalk-Yields-Chart.pdf" "Broadbalk-Yields-Chart.pdf" "Other" "rbk1" 
"Rothamsted VCU" "http://www.era.rothamsted.ac.uk/images/metadata/rbk1/Broadbalk-med-lge.png" "Broadbalk-med-lge.png" "Other" "rbk1" 
"Rothamsted VCU" "http://www.era.rothamsted.ac.uk/images/metadata/rbk1/Broadbalk-mid.png" "Broadbalk-mid.png" "Other" "rbk1" 
"Rothamsted VCU" "http://www.era.rothamsted.ac.uk/images/metadata/rbk1/Broadbalk-original.png" "Broadbalk-original.png" "Other" "rbk1" 
"Rothamsted VCU" "http://www.era.rothamsted.ac.uk/images/metadata/rbk1/Broadbalk-timeline.pdf" "Broadbalk-timeline.pdf" "Other" "rbk1" 
"Rothamsted VCU" "http://www.era.rothamsted.ac.uk/images/metadata/rbk1/Broadbalk-wheat-elevated-view-750-8553.jpg" "Broadbalk-wheat-elevated-view-750-8553" "Other" "rbk1" 
"Rothamsted VCU" "http://www.era.rothamsted.ac.uk/images/metadata/rbk1/Broadbalk1954Section5.jpg" "Broadbalk1954Section5" "Other" "rbk1" 
"Rothamsted VCU" "http://www.era.rothamsted.ac.uk/images/metadata/rbk1/Broadbalk20August.gif" "Broadbalk20August.gif" "Other" "rbk1" 
"Rothamsted VCU" "http://www.era.rothamsted.ac.uk/images/metadata/rbk1/Broadbalk20August.jpg" "Broadbalk20August" "Other" "rbk1" 
"Rothamsted VCU" "http://www.era.rothamsted.ac.uk/images/metadata/rbk1/BroadbalkFertilizerTreatments.pdf" "BroadbalkFertilizerTreatments.pdf" "Other" "rbk1" 
"Rothamsted VCU" "http://www.era.rothamsted.ac.uk/images/metadata/rbk1/BroadbalkOrgC.pdf" "BroadbalkOrgC.pdf" "Other" "rbk1" 
"Rothamsted VCU" "http://www.era.rothamsted.ac.uk/images/metadata/rbk1/BroadbalkOrgC.png" "BroadbalkOrgC.png" "Other" "rbk1" 
"Rothamsted VCU" "http://www.era.rothamsted.ac.uk/images/metadata/rbk1/BroadbalkSectionsforCropNutrientContent-GRAIN.pdf" "BroadbalkSectionsforCropNutrientContent-GRAIN.pdf" "Other" "rbk1" 
"Rothamsted VCU" "http://www.era.rothamsted.ac.uk/images/metadata/rbk1/BroadbalkSectionsforCropNutrientContent-STRAW.pdf" "BroadbalkSectionsforCropNutrientContent-STRAW.pdf" "Other" "rbk1" 
"Rothamsted VCU" "http://www.era.rothamsted.ac.uk/images/metadata/rbk1/Broadbalkcropping1844-1925.pdf" "Broadbalkcropping1844-1925.pdf" "Other" "rbk1" 
"Rothamsted VCU" "http://www.era.rothamsted.ac.uk/images/metadata/rbk1/Broadbalkcropping1926-1967.pdf" "Broadbalkcropping1926-1967.pdf" "Other" "rbk1" 
"Rothamsted VCU" "http://www.era.rothamsted.ac.uk/images/metadata/rbk1/Broadbalkcropping1968onwards.pdf" "Broadbalkcropping1968onwards.pdf" "Other" "rbk1" 
"Rothamsted VCU" "http://www.era.rothamsted.ac.uk/images/metadata/rbk1/Broadbalkharvest1880.jpg" "Broadbalkharvest1880" "Other" "rbk1" 
"Rothamsted VCU" "http://www.era.rothamsted.ac.uk/images/metadata/rbk1/Broadbalkplan1852-1925.pdf" "Broadbalkplan1852-1925.pdf" "Other" "rbk1" 
"Rothamsted VCU" "http://www.era.rothamsted.ac.uk/images/metadata/rbk1/Broadbalkplan1926-1967.pdf" "Broadbalkplan1926-1967.pdf" "Other" "rbk1" 
"Rothamsted VCU" "http://www.era.rothamsted.ac.uk/images/metadata/rbk1/Canadian-fleabane.jpg" "Canadian-fleabane" "Other" "rbk1" 
"Rothamsted VCU" "http://www.era.rothamsted.ac.uk/images/metadata/rbk1/Cleavers.jpg" "Cleavers" "Other" "rbk1" 
"Rothamsted VCU" "http://www.era.rothamsted.ac.uk/images/metadata/rbk1/Common-Bent-grass.jpg" "Common-Bent-grass" "Other" "rbk1" 
"Rothamsted VCU" "http://www.era.rothamsted.ac.uk/images/metadata/rbk1/Common-vetch.jpg" "Common-vetch" "Other" "rbk1" 
"Rothamsted VCU" "http://www.era.rothamsted.ac.uk/images/metadata/rbk1/Copy-of-Broadbalkplan1852-1925.pdf" "Copy-of-Broadbalkplan1852-1925.pdf" "Other" "rbk1" 
"Rothamsted VCU" "http://www.era.rothamsted.ac.uk/images/metadata/rbk1/Corn-buttercup.jpg" "Corn-buttercup" "Other" "rbk1" 
"Rothamsted VCU" "http://www.era.rothamsted.ac.uk/images/metadata/rbk1/Corn-marigold.jpg" "Corn-marigold" "Other" "rbk1" 
"Rothamsted VCU" "http://www.era.rothamsted.ac.uk/images/metadata/rbk1/Cornflower.jpg" "Cornflower" "Other" "rbk1" 
"Rothamsted VCU" "http://www.era.rothamsted.ac.uk/images/metadata/rbk1/Creeping-thistle.jpg" "Creeping-thistle" "Other" "rbk1" 
"Rothamsted VCU" "http://www.era.rothamsted.ac.uk/images/metadata/rbk1/Dwarf-spurge.jpg" "Dwarf-spurge" "Other" "rbk1" 
"Rothamsted VCU" "http://www.era.rothamsted.ac.uk/images/metadata/rbk1/ESlesions.jpg" "ESlesions" "Other" "rbk1" 
"Rothamsted VCU" "http://www.era.rothamsted.ac.uk/images/metadata/rbk1/ESlodging.jpg" "ESlodging" "Other" "rbk1" 
"Rothamsted VCU" "http://www.era.rothamsted.ac.uk/images/metadata/rbk1/ESlodging.tif" "ESlodging.tif" "Other" "rbk1" 
"Rothamsted VCU" "http://www.era.rothamsted.ac.uk/images/metadata/rbk1/False-oatgrass.jpg" "False-oatgrass" "Other" "rbk1" 
"Rothamsted VCU" "http://www.era.rothamsted.ac.uk/images/metadata/rbk1/Field-forget-me-not.jpg" "Field-forget-me-not" "Other" "rbk1" 
"Rothamsted VCU" "http://www.era.rothamsted.ac.uk/images/metadata/rbk1/Field-poppy.jpg" "Field-poppy" "Other" "rbk1" 
"Rothamsted VCU" "http://www.era.rothamsted.ac.uk/images/metadata/rbk1/Fine-leaved-sandwort.jpg" "Fine-leaved-sandwort" "Other" "rbk1" 
"Rothamsted VCU" "http://www.era.rothamsted.ac.uk/images/metadata/rbk1/Fools-parsley.jpg" "Fools-parsley" "Other" "rbk1" 
"Rothamsted VCU" "http://www.era.rothamsted.ac.uk/images/metadata/rbk1/LTE-Poster-Nov2012-Small.pdf" "LTE-Poster-Nov2012-Small.pdf" "Other" "rbk1" 
"Rothamsted VCU" "http://www.era.rothamsted.ac.uk/images/metadata/rbk1/LargeTApatches.jpg" "LargeTApatches" "Other" "rbk1" 
"Rothamsted VCU" "http://www.era.rothamsted.ac.uk/images/metadata/rbk1/LargeTApatches.tif" "LargeTApatches.tif" "Other" "rbk1" 
"Rothamsted VCU" "http://www.era.rothamsted.ac.uk/images/metadata/rbk1/Meadow-vetchling.jpg" "Meadow-vetchling" "Other" "rbk1" 
"Rothamsted VCU" "http://www.era.rothamsted.ac.uk/images/metadata/rbk1/Measurements-of-Broadbalk-soil-properties-1843-1944.pdf" "Measurements-of-Broadbalk-soil-properties-1843-1944.pdf" "Other" "rbk1" 
"Rothamsted VCU" "http://www.era.rothamsted.ac.uk/images/metadata/rbk1/Measurements-of-Broadbalk-soil-properties-1966-2012.pdf" "Measurements-of-Broadbalk-soil-properties-1966-2012.pdf" "Other" "rbk1" 
"Rothamsted VCU" "http://www.era.rothamsted.ac.uk/images/metadata/rbk1/OlsenP.png" "OlsenP.png" "Other" "rbk1" 
"Rothamsted VCU" "http://www.era.rothamsted.ac.uk/images/metadata/rbk1/Onion-couch.jpg" "Onion-couch" "Other" "rbk1" 
"Rothamsted VCU" "http://www.era.rothamsted.ac.uk/images/metadata/rbk1/Open-Access-BK-Olsen-P.pdf" "Open-Access-BK-Olsen-P.pdf" "Other" "rbk1" 
"Rothamsted VCU" "http://www.era.rothamsted.ac.uk/images/metadata/rbk1/Plot-21.JPG" "Plot-21.JPG" "Other" "rbk1" 
"Rothamsted VCU" "http://www.era.rothamsted.ac.uk/images/metadata/rbk1/Plot-3.JPG" "Plot-3.JPG" "Other" "rbk1" 
"Rothamsted VCU" "http://www.era.rothamsted.ac.uk/images/metadata/rbk1/Red-bartsia-(2).JPG" "Red-bartsia-(2).JPG" "Other" "rbk1" 
"Rothamsted VCU" "http://www.era.rothamsted.ac.uk/images/metadata/rbk1/Red-bartsia.jpg" "Red-bartsia" "Other" "rbk1" 
"Rothamsted VCU" "http://www.era.rothamsted.ac.uk/images/metadata/rbk1/SESApril.jpg" "SESApril" "Other" "rbk1" 
"Rothamsted VCU" "http://www.era.rothamsted.ac.uk/images/metadata/rbk1/SESApril.tif" "SESApril.tif" "Other" "rbk1" 
"Rothamsted VCU" "http://www.era.rothamsted.ac.uk/images/metadata/rbk1/Section-8-sign.jpg" "Section-8-sign" "Other" "rbk1" 
"Rothamsted VCU" "http://www.era.rothamsted.ac.uk/images/metadata/rbk1/Section-8.jpg" "Section-8" "Other" "rbk1" 
"Rothamsted VCU" "http://www.era.rothamsted.ac.uk/images/metadata/rbk1/SevereBFRFusarium.jpg" "SevereBFRFusarium" "Other" "rbk1" 
"Rothamsted VCU" "http://www.era.rothamsted.ac.uk/images/metadata/rbk1/SevereBFRFusarium.tif" "SevereBFRFusarium.tif" "Other" "rbk1" 
"Rothamsted VCU" "http://www.era.rothamsted.ac.uk/images/metadata/rbk1/SevereES.jpg" "SevereES" "Other" "rbk1" 
"Rothamsted VCU" "http://www.era.rothamsted.ac.uk/images/metadata/rbk1/SevereTakeAll.tif" "SevereTakeAll.tif" "Other" "rbk1" 
"Rothamsted VCU" "http://www.era.rothamsted.ac.uk/images/metadata/rbk1/SevereTakeAll1.jpg" "SevereTakeAll1" "Other" "rbk1" 
"Rothamsted VCU" "http://www.era.rothamsted.ac.uk/images/metadata/rbk1/SharpESstraw.jpg" "SharpESstraw" "Other" "rbk1" 
"Rothamsted VCU" "http://www.era.rothamsted.ac.uk/images/metadata/rbk1/SharpESstraw.tif" "SharpESstraw.tif" "Other" "rbk1" 
"Rothamsted VCU" "http://www.era.rothamsted.ac.uk/images/metadata/rbk1/Shepherd's-needle-(2).jpg" "Shepherd's-needle-(2)" "Other" "rbk1" 
"Rothamsted VCU" "http://www.era.rothamsted.ac.uk/images/metadata/rbk1/Shepherd's-needle-(3).JPG" "Shepherd's-needle-(3).JPG" "Other" "rbk1" 
"Rothamsted VCU" "http://www.era.rothamsted.ac.uk/images/metadata/rbk1/Shepherd's-needle.jpg" "Shepherd's-needle" "Other" "rbk1" 
"Rothamsted VCU" "http://www.era.rothamsted.ac.uk/images/metadata/rbk1/Soil-sampling;-comparisons-over-time-updated-to-2012.pdf" "Soil-sampling;-comparisons-over-time-updated-to-2012.pdf" "Other" "rbk1" 
"Rothamsted VCU" "http://www.era.rothamsted.ac.uk/images/metadata/rbk1/Sterile-brome-(2).jpg" "Sterile-brome-(2)" "Other" "rbk1" 
"Rothamsted VCU" "http://www.era.rothamsted.ac.uk/images/metadata/rbk1/Sterile-brome.jpg" "Sterile-brome" "Other" "rbk1" 
"Rothamsted VCU" "http://www.era.rothamsted.ac.uk/images/metadata/rbk1/Tractorplough1935.jpg" "Tractorplough1935" "Other" "rbk1" 
"Rothamsted VCU" "http://www.era.rothamsted.ac.uk/images/metadata/rbk1/TypicalESApril.jpg" "TypicalESApril" "Other" "rbk1" 
"Rothamsted VCU" "http://www.era.rothamsted.ac.uk/images/metadata/rbk1/TypicalESApril.tif" "TypicalESApril.tif" "Other" "rbk1" 
"Rothamsted VCU" "http://www.era.rothamsted.ac.uk/images/metadata/rbk1/TypicalESlesions.jpg" "TypicalESlesions" "Other" "rbk1" 
"Rothamsted VCU" "http://www.era.rothamsted.ac.uk/images/metadata/rbk1/Venus'-looking-glass-(2).jpg" "Venus'-looking-glass-(2)" "Other" "rbk1" 
"Rothamsted VCU" "http://www.era.rothamsted.ac.uk/images/metadata/rbk1/Venus'-looking-glass-(3).jpg" "Venus'-looking-glass-(3)" "Other" "rbk1" 
"Rothamsted VCU" "http://www.era.rothamsted.ac.uk/images/metadata/rbk1/Venus'-looking-glass-(4).jpg" "Venus'-looking-glass-(4)" "Other" "rbk1" 
"Rothamsted VCU" "http://www.era.rothamsted.ac.uk/images/metadata/rbk1/Venus'-looking-glass.jpg" "Venus'-looking-glass" "Other" "rbk1" 
"Rothamsted VCU" "http://www.era.rothamsted.ac.uk/images/metadata/rbk1/Venus-looking-glass.jpg" "Venus-looking-glass" "Other" "rbk1" 
"Rothamsted VCU" "http://www.era.rothamsted.ac.uk/images/metadata/rbk1/Weeds-list-from-BK-WEEDS-SUM.pdf" "Weeds-list-from-BK-WEEDS-SUM.pdf" "Other" "rbk1" 
"Rothamsted VCU" "http://www.era.rothamsted.ac.uk/images/metadata/rbk1/acid-ind.jpg" "acid-ind" "Other" "rbk1" 
"Rothamsted VCU" "http://www.era.rothamsted.ac.uk/images/metadata/rbk1/archives-1.jpg" "archives-1" "Other" "rbk1" 
"Rothamsted VCU" "http://www.era.rothamsted.ac.uk/images/metadata/rbk1/archives-2.jpg" "archives-2" "Other" "rbk1" 
"Rothamsted VCU" "http://www.era.rothamsted.ac.uk/images/metadata/rbk1/bbk49.gif" "bbk49.gif" "Other" "rbk1" 
"Rothamsted VCU" "http://www.era.rothamsted.ac.uk/images/metadata/rbk1/bbk49.jpg" "bbk49" "Other" "rbk1" 
"Rothamsted VCU" "http://www.era.rothamsted.ac.uk/images/metadata/rbk1/bk-grain-1945.jpg" "bk-grain-1945" "Other" "rbk1" 
"Rothamsted VCU" "http://www.era.rothamsted.ac.uk/images/metadata/rbk1/broadbalk.gif" "broadbalk.gif" "Other" "rbk1" 
"Rothamsted VCU" "http://www.era.rothamsted.ac.uk/images/metadata/rbk1/broadbalk2003.jpg" "broadbalk2003" "Other" "rbk1" 
"Rothamsted VCU" "http://www.era.rothamsted.ac.uk/images/metadata/rbk1/broadbalkplantoday.jpg" "broadbalkplantoday" "Other" "rbk1" 
"Rothamsted VCU" "http://www.era.rothamsted.ac.uk/images/metadata/rbk1/broadbalkplantoday.pdf" "broadbalkplantoday.pdf" "Other" "rbk1" 
"Rothamsted VCU" "http://www.era.rothamsted.ac.uk/images/metadata/rbk1/colour-analyser.jpg" "colour-analyser" "Other" "rbk1" 
"Rothamsted VCU" "http://www.era.rothamsted.ac.uk/images/metadata/rbk1/condrometer-half-litre.jpg" "condrometer-half-litre" "Other" "rbk1" 
"Rothamsted VCU" "http://www.era.rothamsted.ac.uk/images/metadata/rbk1/condrometer-litre.jpg" "condrometer-litre" "Other" "rbk1" 
"Rothamsted VCU" "http://www.era.rothamsted.ac.uk/images/metadata/rbk1/galium-tricornutum-broadbalk-200.png" "galium-tricornutum-broadbalk-200.png" "Other" "rbk1" 
"Rothamsted VCU" "http://www.era.rothamsted.ac.uk/images/metadata/rbk1/grain-counter.jpg" "grain-counter" "Other" "rbk1" 
"Rothamsted VCU" "http://www.era.rothamsted.ac.uk/images/metadata/rbk1/groundsel.jpg" "groundsel" "Other" "rbk1" 
"Rothamsted VCU" "http://www.era.rothamsted.ac.uk/images/metadata/rbk1/hfn.jpg" "hfn" "Other" "rbk1" 
"Rothamsted VCU" "http://www.era.rothamsted.ac.uk/images/metadata/rbk1/icp-oes.jpg" "icp-oes" "Other" "rbk1" 
"Rothamsted VCU" "http://www.era.rothamsted.ac.uk/images/metadata/rbk1/icp.jpg" "icp" "Other" "rbk1" 
"Rothamsted VCU" "http://www.era.rothamsted.ac.uk/images/metadata/rbk1/leco.jpg" "leco" "Other" "rbk1" 
"Rothamsted VCU" "http://www.era.rothamsted.ac.uk/images/metadata/rbk1/mass-spec.jpg" "mass-spec" "Other" "rbk1" 
"Rothamsted VCU" "http://www.era.rothamsted.ac.uk/images/metadata/rbk1/narrow-fruited-cornsalad.jpg" "narrow-fruited-cornsalad" "Other" "rbk1" 
"Rothamsted VCU" "http://www.era.rothamsted.ac.uk/images/metadata/rbk1/posterMacDonald.jpg" "posterMacDonald" "Other" "rbk1" 
"Rothamsted VCU" "http://www.era.rothamsted.ac.uk/images/metadata/rbk1/posterMacdonald.pdf" "posterMacdonald.pdf" "Other" "rbk1" 
"Rothamsted VCU" "http://www.era.rothamsted.ac.uk/images/metadata/rbk1/rothamsted-farm-plan.jpg" "rothamsted-farm-plan" "Other" "rbk1" 
"Rothamsted VCU" "http://www.era.rothamsted.ac.uk/images/metadata/rbk1/soilsmap-orig.png" "soilsmap-orig.png" "Other" "rbk1" 
"Rothamsted VCU" "http://www.era.rothamsted.ac.uk/images/metadata/rbk1/soilsmap-ty.png" "soilsmap-ty.png" "Other" "rbk1" 
